2022-10-31 00:00:00,BBL,"date
2022-11-30    0.994935
Freq: M, Name: BBL, dtype: float64"
2022-10-31 00:00:00,APOLLOTYRE,"date
2022-11-30    1.088579
Freq: M, Name: APOLLOTYRE, dtype: float64"
2022-10-31 00:00:00,FORCEMOT,"date
2022-11-30    1.146742
Freq: M, Name: FORCEMOT, dtype: float64"
2022-10-31 00:00:00,BAJAJHLDNG,"date
2022-11-30    0.945103
Freq: M, Name: BAJAJHLDNG, dtype: float64"
2022-10-31 00:00:00,BLUESTARCO,"date
2022-11-30    0.991425
Freq: M, Name: BLUESTARCO, dtype: float64"
2022-10-31 00:00:00,CEATLTD,"date
2022-11-30    1.221084
Freq: M, Name: CEATLTD, dtype: float64"
2022-10-31 00:00:00,RELINFRA,"date
2022-11-30    1.114882
Freq: M, Name: RELINFRA, dtype: float64"
2022-11-30 00:00:00,CEATLTD,"date
2022-12-31    0.872348
Freq: M, Name: CEATLTD, dtype: float64"
2022-11-30 00:00:00,APOLLOTYRE,"date
2022-12-31    1.024806
Freq: M, Name: APOLLOTYRE, dtype: float64"
2022-11-30 00:00:00,CGPOWER,"date
2022-12-31    0.966738
Freq: M, Name: CGPOWER, dtype: float64"
2022-11-30 00:00:00,BBL,"date
2022-12-31    1.017672
Freq: M, Name: BBL, dtype: float64"
2022-11-30 00:00:00,FORCEMOT,"date
2022-12-31    0.888348
Freq: M, Name: FORCEMOT, dtype: float64"
2022-11-30 00:00:00,EXIDEIND,"date
2022-12-31    0.954461
Freq: M, Name: EXIDEIND, dtype: float64"
2022-11-30 00:00:00,BRITANNIA,"date
2022-12-31    0.987426
Freq: M, Name: BRITANNIA, dtype: float64"
2022-11-30 00:00:00,BHARATFORG,"date
2022-12-31    1.023617
Freq: M, Name: BHARATFORG, dtype: float64"
2022-11-30 00:00:00,BAJAJHLDNG,"date
2022-12-31    0.912096
Freq: M, Name: BAJAJHLDNG, dtype: float64"
2022-11-30 00:00:00,BHARATGEAR,"date
2022-12-31    0.911103
Freq: M, Name: BHARATGEAR, dtype: float64"
2022-12-31 00:00:00,UNITEDPOLY,"date
2023-01-31    1.068559
Freq: M, Name: UNITEDPOLY, dtype: float64"
2022-12-31 00:00:00,UCOBANK,"date
2023-01-31    0.942857
Freq: M, Name: UCOBANK, dtype: float64"
2022-12-31 00:00:00,PSB,"date
2023-01-31    0.905185
Freq: M, Name: PSB, dtype: float64"
2022-12-31 00:00:00,FOCUS,"date
2023-01-31    0.95912
Freq: M, Name: FOCUS, dtype: float64"
2022-12-31 00:00:00,BSHSL,"date
2023-01-31    1.379424
Freq: M, Name: BSHSL, dtype: float64"
2022-12-31 00:00:00,SOUTHBANK,"date
2023-01-31    0.992021
Freq: M, Name: SOUTHBANK, dtype: float64"
2022-12-31 00:00:00,PARACABLES,"date
2023-01-31    1.147564
Freq: M, Name: PARACABLES, dtype: float64"
2022-12-31 00:00:00,KTKBANK,"date
2023-01-31    0.978311
Freq: M, Name: KTKBANK, dtype: float64"
2022-12-31 00:00:00,AXISCADES,"date
2023-01-31    1.027852
Freq: M, Name: AXISCADES, dtype: float64"
2022-12-31 00:00:00,REFEX,"date
2023-01-31    0.929585
Freq: M, Name: REFEX, dtype: float64"
