DLINKINDIA,D,Link India Ltd,17851
AHLEAST,Asian Hotels (East) Ltd,19438
KTIL,Kesar Terminals &amp; Infrastructure Ltd,533289
INDIGO,Interglobe Aviation Ltd,11195
BARBEQUE,Barbeque,Nation Hospitality Ltd,3127
NAZARA,Nazara Technologies Ltd,2987
SPECIALITY,Speciality Restaurants Ltd,8825
EXPLEOSOL,Expleo Solutions Ltd,17486
KIRLOSENG,Kirloskar Oil Engines Ltd,20936
SHARIABEES,Nippon India ETF Nifty 50 Shariah BeES,17044
PCJEWELLER,PC Jeweller Ltd,29124
RITCO,Ritco Logistics Ltd,8944
STARHEALTH,Star Health &amp; Allied Insurance Company Ltd,7083
FLEXITUFF,Flexituff Ventures International Ltd,25512
MEP,MEP Infrastructure Developers Ltd,8771
SPANDANA,Spandana Sphoorty Financial Ltd,11435
GNA,GNA Axles Ltd,18571
VMART,V,Mart Retail Ltd,29284
MTARTECH,MTAR Technologies Ltd,2709
SPAL,S P Apparels Ltd,18252
TARSONS,Tarsons Products Ltd,6943
ARTEMISMED,Artemis Medicare Services Ltd,16913
EMAMIREAL,Emami Realty Ltd,19277
MEDPLUS,Medplus Health Services Ltd,7254
JPINFRATEC,Jaypee Infratech Ltd,18899
TDPOWERSYS,TD Power Systems Ltd,25178
AUBANK,AU Small Finance Bank Ltd,21238
EQUITAS,Equitas Holdings Ltd,913
KIMS,Krishna Institute of Medical Sciences Ltd,4847
POWERMECH,Power Mech Projects Ltd,10473
SHREEPUSHK,Shree Pushkar Chemicals &amp; Fertilizers Ltd,10588
RTNPOWER,Rattanindia Power Ltd,17520
SUPREMEENG,Supreme Engineering Ltd,1389
UJJIVAN,Ujjivan Financial Services Ltd,15228
DUCON,Ducon Infratechnologies Ltd,28952
SETFGOLD,SBI Gold ETS,17272
THANGAMAYL,Thangamayil Jewellery Ltd,18118
DEN,Den Networks Ltd,9685
TEGA,Tega Industries Ltd,7105
BFINVEST,BF Investment Ltd,21113
AKASH,Akash Infraprojects Ltd,11763
GRINFRA,G R Infraprojects Ltd,5054
SHARDACROP,Sharda Cropchem Ltd,4992
KRISHANA,Krishana Phoschem Ltd,12847
LAXMICOT,Laxmi Cotspin Ltd,6568
EMMBI,Emmbi Industries Ltd,18142
GRAVITA,Gravita India Ltd,20534
TEJASNET,Tejas Networks Ltd,21131
LODHA,Macrotech Developers Ltd,3220
CANTABIL,Cantabil Retail India Ltd,20160
DBREALTY,D B Realty Ltd,18128
DIXON,Dixon Technologies (India) Ltd,21690
GOENKA,Goenka Diamond &amp; Jewels Ltd,5010
OMKARCHEM,Omkar Speciality Chemicals Ltd,21511
SURANASOL,Surana Solar Ltd,21077
RAINBOW,Rainbow Childrens Medicare Ltd,9408
TATAMTRDVR,Tata Motors,DVR,16965
FELDVR,Future Enterprises,DVR,17002
KICL,Kalyani Investment Company Ltd,21119
WABAG,Va Tech Wabag Ltd,20188
MAHLOG,Mahindra Logistics Ltd,385
SMLT,Sarthak Metals Ltd,6843
WINDLAS,Windlas Biotech Ltd,5366
RPPINFRA,RPP Infra Projects Ltd,20760
IBULHSGFIN,Indiabulls Housing Finance Ltd,30125
DBL,Dilip Buildcon Ltd,18086
PAVNAIND,Pavna Industries Ltd,2633
DHUNINV,Dhunseri Investments Ltd,22233
ASLIND,ASL Industries Ltd,20502
CREDITACC,CreditAccess Grameen Ltd,4421
TECHNOE,Techno Electric &amp; Engineering Company Ltd,6445
DYCL,Dynamic Cables Ltd,10417
SIS,SIS Ltd,4503
EROSMEDIA,Eros International Media Ltd,20080
ZEELEARN,Zee Learn Ltd,20852
OBEROIRLTY,Oberoi Realty Ltd,20242
PGEL,PG Electroplast Ltd,25362
KOTAKNIFTY,Kotak Nifty 50 ETF,18102
YAARI,Yaari Digital Integrated Services Ltd,25003
CAREERP,Career Point Ltd,20086
MASFIN,MAS Financial Services Ltd,199
INDTERRAIN,Indian Terrain Fashions Ltd,21957
BAJAJCON,Bajaj Consumer Care Ltd,19531
RHFL,Reliance Home Finance Ltd,21733
TCIDEVELOP,TCI Developers Ltd,23452
HNGSNGBEES,Nippon India ETF Hang Seng Bees,18284
IVZINGOLD,Invesco India Gold ETF,18292
ANGELONE,Angel One Ltd,324
MARINE,Marine Electricals (India) Ltd,1328
KARMAENG,Karma Energy Ltd,24385
KRITIKA,Kritika Wires Ltd,9288
ATGL,Adani Total Gas Ltd,6066
AIROLAM,Airo Lam Ltd,6068
JWL,Jupiter Wagons Ltd,20224
SANSERA,Sansera Engineering Ltd,5751
FSC,Future Supply Chain Solutions Ltd,748
JASH,Jash Engineering Ltd,13982
GREENPOWER,Orient Green Power Company Ltd,20110
LATENTVIEW,Latent View Analytics Ltd,6818
DATAPATTNS,Data Patterns (India) Ltd,7358
PAYTM,One 97 Communications Ltd,6705
SHALBY,Shalby Ltd,714
INDUSTOWER,Indus Towers Ltd,29135
APLLTD,Alembic Pharmaceuticals Ltd,25328
JUBLINDS,Jubilant Industries Ltd,21541
ELGIRUBCO,Elgi Rubber Company Ltd,24924
VSSL,Vardhman Special Steels Ltd,27067
MOM50,Motilal Oswal M50 ETF,19289
HDFCMFGETF,HDFC Gold ETF,19543
ICICIGOLD,ICICI Prudential Gold ETF,19679
FMNL,Future Market Networks Ltd,21017
AGSTRA,AGS Transact Technologies Ltd,7927
ENDURANCE,Endurance Technologies Ltd,18822
VASWANI,Vaswani Industries Ltd,25340
INFRABEES,Nippon India ETF Nifty Infrastructure BeES,20072
TIJARIA,Tijaria Polypipes Ltd,25482
BGLOBAL,Bharatiya Global Infomedia Ltd,24787
AXISGOLD,Axis Gold ETF,20532
BROOKS,Brooks Laboratories Ltd,25140
KRIDHANINF,Kridhan Infra Ltd,11480
ONELIFECAP,Onelife Capital Advisors Ltd,25496
THOMASCOTT,Thomas Scott India Ltd,31021
MOM100,Motilal Oswal Midcap 100 ETF,21423
NAGAFERT,Nagarjuna Fertilizers &amp; Chemicals Ltd,17299
UJAAS,Ujaas Energy Ltd,25540
SANCO,Sanco Industries Ltd,19049
EMUDHRA,eMudhra Ltd,9756
LEMONTREE,Lemon Tree Hotels Ltd,2606
TREEHOUSE,Tree House Education &amp; Accessories Ltd,25086
ESSARSHPNG,Essar Shipping Ltd,25634
RHIM,RHI Magnesita India Ltd,31163
MON100,Motilal Oswal NASDAQ 100 ETF,22739
ARVSMART,Arvind SmartSpaces Ltd,10457
BHAGYAPROP,Bhagyanagar Properties Ltd,21332
ABCAPITAL,Aditya Birla Capital Ltd,21614
ABFRL,Aditya Birla Fashion &amp; Retail Ltd,30108
DMART,Avenue Supermarts Ltd,19913
TIINDIA,Tube Investments of India Ltd,312
SETUINFRA,Setubandhan Infrastructure Ltd,25414
SCHNEIDER,Schneider Electric Infrastructure Ltd,31234
BSLGOLDETF,Aditya Birla Sun Life Gold ETF,23804
INDOTHAI,Indo Thai Securities Ltd,25608
LALPATHLAB,Dr Lal Pathlabs Ltd,11654
IVZINNIFTY,Invesco India Nifty ETF,24217
MBAPL,Madhya Bharat Agro Products Ltd,12705
MTEDUCARE,MT Educare Ltd,31409
DELPHIFX,Delphi World Money Ltd,24391
POLICYBZR,PB Fintech Ltd,6656
BSLNIFTY,Aditya Birla Sun Life Nifty ETF,24781
JUSTDIAL,Just Dial Ltd,29962
JTLINFRA,JTL Infra Ltd,7287
SHEMAROO,Shemaroo Entertainment Ltd,5068
JISLDVREQS,Jain Irrigation Systems Ltd,DVR,25684
IDBIGOLD,IDBI Gold ETF,25640
HEXATRADEX,Hexa Tradex Ltd,27008
RTNINDIA,RattanIndia Enterprises Ltd,27297
PROZONINTU,Prozone Intu Properties Ltd,28859
SEPOWER,S E Power Ltd,27303
ESSENTIA,Integra Essentia Ltd,30327
DODLA,Dodla Dairy Ltd,4822
NIBL,NRB Industrial Bearings Ltd,29733
SADBHIN,Sadbhav Infrastructure Projects Ltd,10618
INDOSTAR,Indostar Capital Finance Ltd,3088
THEJO,Thejo Engineering Ltd,28842
AMTL,Advance Metering Technology Ltd,534612
ZUARI,Zuari Agro Chemicals Ltd,29050
KALYANKJIL,Kalyan Jewellers India Ltd,2955
BECTORFOOD,Mrs Bectors Food Specialities Ltd,1628
UNIVPHOTO,Universus Photo Imagings Ltd,17659
THYROCARE,Thyrocare Technologies Ltd,17032
HCG,Healthcare Global Enterprises Ltd,15555
INDIGOPNTS,Indigo Paints Ltd,2048
PRUDENT,Prudent Corporate Advisory Services Ltd,9553
RADIOCITY,Music Broadcast Ltd,19877
STOVEKRAFT,Stove Kraft Ltd,2107
VETO,Veto Switchgears &amp; Cables Ltd,8652
PDSL,PDS Ltd,5264
APTUS,Aptus Value Housing Finance India Ltd,5435
GENUSPAPER,Genus Paper &amp; Boards Ltd,6600
JITFINFRA,JITF Infra Logistics Ltd,19695
SNOWMAN,Snowman Logistics Ltd,4843
ICICINIFTY,ICICI Prudential Nifty ETF,29553
NIF100BEES,Nippon India ETF NIFTY 100,29577
WONDERLA,Wonderla Holidays Ltd,3002
SANGINITA,Sanginita Chemicals Ltd,11032
EQUITASBNK,Equitas Small Finance Bank Ltd,913
FLFL,Future Lifestyle Fashions Ltd,30756
ICICINF100,ICICI Prudential Nifty 100 ETF,30392
GREENLAM,Greenlam Industries Ltd,6848
MITCON,Mitcon Consultancy &amp; Engineering Services Ltd,8469
JPOLYINVST,Jindal Poly Investment &amp; Finance Company Ltd,31507
GUJGASLTD,Gujarat Gas Ltd,10599
DNAMEDIA,Diligent Media Corporation Ltd,645
INOXWIND,Inox Wind Ltd,7852
NATHBIOGEN,Nath Bio,Genes (India) Ltd,11065
AGRITECH,Agri,Tech (India) Ltd,24409
DTIL,Dhunseri Tea &amp; Industries Ltd,6227
LANCER,Lancer Containers Lines Ltd,9392
BCP,B.C. Power Controls Ltd,11662
SIMBHALS,Simbhaoli Sugars Ltd,14612
QUESS,Quess Corp Ltd,17704
HPL,HPL Electric &amp; Power Ltd,18679
CPSEETF,CPSE ETF*,2328
CONSUMBEES,Nippon India ETF Nifty India Consumption,2435
MATRIMONY,Matrimony.com Ltd,21726
AARVI,Aarvi Encon Ltd,19073
DIVOPPBEES,Nippon India ETF  Nifty Dividend Opportunities 50,2636
CMSINFO,CMS Info Systems Ltd,7603
LTTS,L&amp;T Technology Services Ltd,18564
NH,Narayana Hrudayalaya Ltd,17400
PARAGMILK,Parag Milk Foods Ltd,17130
SHYAMMETL,Shyam Metalics &amp; Energy Ltd,4693
NAVKARCORP,Navkar Corporation Ltd,10557
GULFOILLUB,Gulf Oil Lubricants India Ltd,4391
BDR,BDR Buildcon Ltd,4294
VISHAL,Vishal Fabrics Ltd,11435
AAVAS,AAVAS Financiers Ltd,5385
AWHCL,Antony Waste Handling Cell Ltd,1797
AURUM,Aurum Proptech Ltd,10310
LAURUSLABS,Laurus Labs Ltd,19234
AMBER,Amber Enterprises India Ltd,1185
MRO,M R Organisation Ltd,8998
CAMS,Computer Age Management Services Ltd,342
SURYODAY,Suryoday Small Finance Bank Ltd,2970
NEO,Neopolitan Pizza Ltd,3744
IDFCFIRSTB,IDFC First Bank Ltd,11184
INTELLECT,Intellect Design Arena Ltd,5926
COFFEEDAY,Coffee Day Enterprises Ltd,11165
MASKINVEST,Mask Investments Ltd,18731
GLOBE,Globe Textiles (India) Ltd,11195
MONTECARLO,Monte Carlo Fashions Ltd,5938
MANAKALUCO,Manaksia Aluminium Company Ltd,7420
MANAKSTEEL,Manaksia Steels Ltd,7463
MANAKCOAT,Manaksia Coated Metals &amp; Industries Ltd,7413
BKMINDST,BKM Industries Ltd,5789
HEADSUP,Heads UP Ventures Ltd,19205
3RDROCK,3rd Rock Multimedia Ltd,5621
KOTAKBKETF,Kotak Nifty Bank ETF,5851
LICNETFGSC,LIC Nomura MF G,Sec Long Term ETF,6062
CARTRADE,Cartrade Tech Ltd,5407
UFO,UFO Moviez India Ltd,9039
JSLHISAR,Jindal Stainless (Hisar) Ltd,12304
METROPOLIS,Metropolis Healthcare Ltd,9581
ACCURACY,Accuracy Shipping Ltd,1465
HECPROJECT,HEC Infra Projects Ltd,7429
TIRUPATIFL,Tirupati Forge Ltd,22282
BRNL,Bharat Road Network Ltd,21683
VISHWARAJ,Vishwaraj Sugar Industries Ltd,13702
PDMJEPAPER,Pudumjee Paper Products Ltd,15377
BSHSL,Bombay Super Hybrid Seeds Ltd,809
IMAGICAA,Imagicaaworld Entertainment Ltd,7672
CROMPTON,Crompton Greaves Consumer Electricals Ltd,760
BALKRISHNA,Balkrishna Paper Mills Ltd,335
GANGESSECU,Ganges Securities Ltd,21399
MAGADSUGAR,Magadh Sugar &amp; Energy Ltd,21392
AVADHSUGAR,Avadh Sugar &amp; Energy Ltd,21406
PALASHSECU,Palash Securities Ltd,21383
INFIBEAM,Infibeam Avenues Ltd,16249
SETFNN50,SBI Nifty Next 50,7353
SETFNIFBK,SBI ETF Nifty Bank,7361
SHAIVAL,Shaival Reality Ltd,10683
INFOBEAN,InfoBeans Technologies Ltd,11027
FINEORG,Fine Organic Industries Ltd,3744
SHYAMCENT,Shyam Century Ferrous Ltd,10188
ABNINT,A B N Intercorp Ltd,8588
IIFLWAM,IIFL Wealth Management Ltd,13061
FRETAIL,Future Retail Ltd,18382
SHRIRAMPPS,Shriram Properties Ltd,7200
ERIS,ERIS Lifesciences Ltd,21154
SABEVENTS,SAB Events &amp; Governance Now Media Ltd,18501
HINDCON,Hindcon Chemicals Ltd,4920
ADANITRANS,Adani Transmission Ltd,10217
BIGBLOC,BIGBLOC Construction Ltd,18431
NV20BEES,Nippon India ETF Nifty 50 Value 20,9847
PAR,Par Drugs &amp; Chemicals Ltd,9383
GIRRESORTS,GIR Natureview Resorts Ltd,9935
SAKAR,Sakar Healthcare Ltd,9540
BHALCHANDR,Bhalchandram Clothing Ltd,9985
EMKAYTOOLS,Emkay Taps &amp; Cutting Tools Ltd,10253
SETFNIF50,SBI ETF Nifty 50,10176
QUICKHEAL,Quick Heal Technologies Ltd,13116
BHARATWIRE,Bharat Wire Ropes Ltd,16123
UTISENSETF,UTI S&amp;P BSE Sensex ETF,10515
UTINIFTETF,UTI Nifty 50 ETF,10511
CLEAN,Clean Science &amp; Technology Ltd,5049
PRITIKAUTO,Pritika Auto Industries Ltd,5292
ANURAS,Anupam Rasayan India Ltd,2829
GATEWAY,Gateway Distriparks Ltd,8510
LSIL,Lloyds Steels Industries Ltd,17801
LICNETFN50,LIC Nomura MF ETF , NIFTY 50 , Growth Plan,11319
LICNETFSEN,LIC Nomura MF ETF , SENSEX,11441
HDFCNIFETF,HDFC Nifty ETF,11591
KOTAKNV20,Kotak NV 20 ETF , Dividend Payout Option,11457
SHIVAMILLS,Shiva Mills Ltd,1497
JETKNIT,Jet Knitwears Ltd,18699
WEALTH,Wealth First Portfolio Managers Ltd,13061
HDFCSENETF,HDFC Sensex ETF,11593
EBANK,Edelweiss Exchange Traded Scheme , Banking,11625
MAXVIL,Max Ventures and Industries Ltd,17468
PRICOLLTD,Pricol Ltd,19631
DCAL,Dishman Carbogen Amcis Ltd,21704
ANANDRATHI,Anand Rathi Wealth Ltd,7145
GOKULAGRO,Gokul Agro Resources Ltd,14480
BAJAJHCARE,Bajaj Healthcare Ltd,6863
TCIEXP,TCI Express Ltd,19223
LICNFNHGP,LIC Nomura MF ETF , Nifty 100,15229
LASA,Lasa Supergenerics Ltd,21362
BANDHANBNK,Bandhan Bank Ltd,2263
ZOMATO,Zomato Ltd,5097
SAGARDEEP,Sagardeep Alloys Ltd,8175
DELHIVERY,Delhivery Ltd,9599
UNITEDPOLY,United Polyfab Gujarat Ltd,7560
SJS,S J S Enterprises Ltd,6643
SETF10GILT,SBI,ETF 10 Year GILT,17395
DCL,Devoted Construction Ltd,539762
ICICINV20,ICICI Prudential NV20 ETF,17475
ASTERDM,Aster DM Healthcare Ltd,1508
LTGILTBEES,Nippon India ETF Nifty 8,13 yr G,Sec LongTerm Gilt,17700
ICICIMCAP,ICICI Prudential S&amp;P BSE Midcap Select ETF,17702
BSLSENETFG,Aditya Birla Sun Life Sensex ETF,5957
GAYAHWS,Gayatri Highways Ltd,3693
SMSLIFE,SMS Lifesciences India Ltd,21551
SUVIDHAA,Suvidhaa Infoserve Ltd,2998
CROWN,Crown Lifters Ltd,8097
RADHIKAJWE,Radhika Jeweltech Ltd,10343
VALIANTORG,Valiant Organics Ltd,330
JAIPURKURT,Nandani Creation Ltd,5516
PANSARI,Pansari Developers Ltd,6141
GICL,Globe International Carriers Ltd,18815
ARTNIRMAN,Art Nirman Ltd,6156
SPTL,Sintex Plastics Technology Ltd,21462
DIAMONDYD,Prataap Snacks Ltd,21840
INDIAMART,Indiamart Intermesh Ltd,10726
5PAISA,5Paisa Capital Ltd,445
TCNSBRANDS,TCNS Clothing Co. Ltd,4172
NITIRAJ,Nitiraj Engineers Ltd,3247
JETFREIGHT,Jet Freight Logistics Ltd,7211
AGROPHOS,Agro Phos India Ltd,9046
LIBAS,Libas Consumer Products Ltd,11082
EIFFL,Euro India Fresh Foods Ltd,6040
DCMNVL,DCM Nouvelle Ltd,11039
IDFNIFTYET,IDFC Nifty ETF,18783
IRIS,IRIS Business Services Ltd,2275
WEWIN,We Win Ltd,9862
MANORAMA,Manorama Industries Ltd,10227
ZOTA,Zota Health Care Ltd,11394
MCL,Madhav Copper Ltd,11943
MAHESHWARI,Maheshwari Logistics Ltd,9576
RKEC,RKEC Projects Ltd,1547
PSPPROJECT,PSP Projects Ltd,20877
GTPL,GTPL Hathway Ltd,21195
GLOBAL,Global Education Ltd,20329
EUROBOND,Euro Panel Products Ltd,7331
DHANVARSHA,Dhanvarsha Finvest Ltd,9378
UJJIVANSFB,Ujjivan Small Finance Bank Ltd,15228
SALASAR,Salasar Techno Engineering Ltd,21362
AIRAN,Airan Ltd,9897
FOCUS,Focus Lighting &amp; Fixtures Ltd,13496
PANACHE,Panache Digilife Ltd,16292
CREATIVE,Creative Newtech Ltd,11155
SOLARA,Solara Active Pharma Sciences Ltd,3672
HAPPSTMNDS,Happiest Minds Technologies Ltd,48
DEVIT,Dev Information Technology Ltd,8146
APEX,Apex Frozen Foods Ltd,21623
SIKKO,Sikko Industries Ltd,6218
GEEKAYWIRE,Geekay Wires Ltd,17922
PULZ,Pulz Electronics Ltd,507
CAPACITE,Capacite Infraprojects Ltd,21749
PRAXIS,Praxis Home Retail Ltd,1204
IRBINVIT,IRB InvIT Fund,20817
INDIGRID,India Grid Trust,20988
ADANIGREEN,Adani Green Energy Ltd,3563
KEERTI,Keerti Knowledge &amp; Skills Ltd,1135
DALBHARAT,Dalmia Bharat Ltd,8075
TREJHARA,Trejhara Solutions Ltd,7518
IEX,Indian Energy Exchange Ltd,220
SHRENIK,Shrenik Ltd,11149
UNIVASTU,Univastu India Ltd,18977
SERVOTECH,Servotech Power Systems Ltd,5507
LEXUS,Lexus Granito (India) Ltd,21585
AXISNIFTY,Axis Nifty ETF,21252
ASTRON,Astron Paper &amp; Board Mill Ltd,874
TOTAL,Total Transport Systems Ltd,6066
SHANTI,Shanti Overseas (India) Ltd,3078
VAISHALI,Vaishali Pharma Ltd,16589
ICICILOVOL,ICICI Prudential Nifty 100 Low Volatility 30 ETF,21254
DPWIRES,D P Wires Ltd,16900
WORTH,Worth Peripherals Ltd,7679
UTINEXT50,UTI Nifty Next 50 ETF,21478
SHAREINDIA,Share India Securities Ltd,104
PASHUPATI,Pashupati Cotspin Ltd,21657
DPABHUSHAN,D. P. Abhushan Ltd,936
INNOVATIVE,Innovative Tyres &amp; Tubes Ltd,21862
IFGLEXPOR,IFGL Refractories Ltd,436
BETA,Beta Drugs Ltd,81
RELIABLE,Reliable Data Services Ltd,51
APOLLO,Apollo Micro Systems Ltd,157
HGINFRA,H.G. Infra Engineering Ltd,1672
KBCGLOBAL,KBC Global Ltd,2354
SCAPDVR,Stampede Capital Ltd,DVR,27
SILLYMONKS,Silly Monks Entertainment Ltd,19097
SECURCRED,SecUR Credentials Ltd,412
FELIX,Felix Industries Ltd,573
INNOVANA,Innovana Thinklabs Ltd,666
SILVERTUC,Silver Touch Technologies Ltd,9422
ORIENTELEC,Orient Electric Ltd,2972
AISL,ANI Integrated Services Ltd,482
VERTOZ,Vertoz Advertising Ltd,18863
ICICIB22,Bharat 22 ETF,522
ICEMAKE,ICE Make Refrigeration Ltd,489
SHRADHA,Shradha Infraprojects Ltd,708
ZODIAC,Zodiac Energy Ltd,3821
VINEETLAB,Vineet Laboratories Ltd,3807
NILASPACES,Nila Spaces Ltd,7411
HINDWAREAP,Hindware Home Innovation Ltd,15883
ONEPOINT,One Point One Solutions Ltd,9939
TOUCHWOOD,Touchwood Entertainment Ltd,16908
AJOONI,Ajooni Biotech Ltd,3403
MOKSH,Moksh Ornaments Ltd,3586
AMJUMBO,A and M Jumbo Bags Ltd,1353
SRPL,Shree Ram Protiens Ltd,143
BANKA,Banka Bioloo Ltd,822
SOUTHWEST,South West Pinnacle Exploration Ltd,9678
MITTAL,Mittal Life Style Ltd,18562
BCONCEPTS,Brand Concepts Ltd,7780
MACPOWER,Macpower CNC Machines Ltd,22347
MEDICO,Medico Remedies Ltd,9667
NGIL,Nakoda Group of Industries Ltd,5401
HEMIPROP,Hemisphere Properties India Ltd,701
MANYAVAR,Vedant Fashions Ltd,8167
ARVEE,Arvee Laboratories (India) Ltd,2820
HOMEFIRST,Home First Finance Company India Ltd,2056
ROUTE,Route Mobile Ltd,128
SINTERCOM,Sintercom India Ltd,381
ARVINDFASN,Arvind Fashions Ltd,9111
KPITTECH,KPIT Technologies Ltd,9683
UNIINFO,Uniinfo Telecom Services Ltd,7791
TARACHAND,Tara Chand Logistic Solutions Ltd,2117
NARMADA,Narmada Agrobase Ltd,2726
PRITI,Priti International Ltd,8304
DIL,Debock Industries Ltd,2664
TEMBO,Tembo Global Industries Ltd,3275
AAKASH,Aakash Exploration Services Ltd,235
KRSNAA,Krsnaa Diagnostics Ltd,5359
KAPSTON,Kapston Services Ltd,18967
LIQUIDETF,DSP BlackRock Liquid ETF,1927
OBCL,Orissa Bengal Carrier Ltd,8797
SIRCA,Sirca Paints India Ltd,11050
E2E,E2E Networks Ltd,8937
SONAMCLOCK,Sonam Clock Ltd,8806
HARIOMPIPE,Hariom Pipe Industries Ltd,8968
VIKASLIFE,Vikas Lifecare Ltd,9933
GREENPANEL,Greenpanel Industries Ltd,13810
RPPL,Rajshree Polypack Ltd,6913
OSWALSEEDS,Shreeoswal Seeds &amp; Chemicals Ltd,3597
AGNI,Agni Green Power Ltd.,10498
HARDWYN,Hardwyn India Ltd,8962
REPL,Rudrabhishek Enterprises Ltd,1480
BRIGHT,Bright Solar Ltd,8833
DHRUV,Dhruv Consultancy Services Ltd,6858
AVROIND,Avro India Ltd,8827
AKSHAR,Akshar Spintex Ltd,9558
RBA,Restaurant Brands Asia Ltd,20825
CHEMFAB,Chemfab Alkalis Ltd,2799
SAPPHIRE,Sapphire Foods India Ltd,6718
INDINFR,IndInfravit Trust,2892
MEGASTAR,Megastar Foods Ltd,8153
ROSSARI,Rossari Biotech Ltd,19410
GANGAFORGE,Ganga Forging Ltd,4957
ICICI500,ICICI Prudential S&amp;P BSE 500 ETF,3001
EXXARO,Exxaro Tiles Ltd,5352
ADL,Archidply Decor Ltd,7672
DEEPINDS,Deep Industries Ltd,3292
BOROLTD,Borosil Ltd,19401
AMBANIORG,Ambani Organics Ltd,4083
AMIORG,Ami Organics Ltd,5578
AFFLE,Affle India Ltd,1011
SUMIT,Sumit Woods Ltd,17105
RAJMET,Rajnandini Metal Ltd,2168
AARON,Aaron Industries Ltd,1030
DANGEE,Dangee Dums Ltd,1110
MARSHALL,Marshall Machines Ltd,6757
LAGNAM,Lagnam Spintex Ltd,5865
XELPMOC,Xelpmoc Design and Tech Ltd,8477
ICICINXT50,ICICI Prudential Nifty Next 50 ETF,4529
SGIL,Synergy Green Industries Ltd,5114
IRISDOREME,Iris Clothings Ltd,2275
AHLADA,Ahlada Engineers Ltd,2004
AKG,AKG Exim Ltd,2176
SILGO,Silgo Retail Ltd,2492
BBTCL,B&amp;B Triplewall Containers Ltd,5687
ICICILIQ,ICICI Prudential S&amp;P BSE Liquid Rate ETF,4838
WFL,Wonder Fibromats Ltd,7835
SURANI,Surani Steel Tubes Ltd,8513
SHUBHLAXMI,Shubhlaxmi Jewel Art Ltd,6451
SECL,Salasar Exteriors &amp; Contour Ltd,13025
AARTISURF,Aarti Surfactants Ltd,19233
TARC,TARC Ltd,1581
SPENCERS,Spencers Retail Ltd,8163
RPSGVENT,RPSG Ventures Ltd,8119
NEOGEN,Neogen Chemicals Ltd,9917
ANUP,The Anup Engineering Ltd,2829
MAN50ETF,Mirae Asset Nifty 50 ETF,6353
AXITA,Axita Cotton Ltd,9902
KPIGREEN,KPI Green Energy Ltd,5108
ANMOL,Anmol India Ltd,3727
SBIETFQLTY,SBI , ETF Quality,7218
ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,7339
NETF,Tata Nifty ETF,3022
MID150BEES,Nippon India ETF Nifty Midcap 150,8506
UTISXN50,UTI S&amp;P BSE Sensex Next 50 ETF,9168
EMBASSY,Embassy Office Parks REIT,9383
OSIAHYPER,Osia Hyper Retail Ltd,9524
SWSOLAR,Sterling &amp; Wilson Renewable Energy Ltd,12489
SBC,SBC Exports Ltd,4656
IBMFNIFTY,Indiabulls Nifty50 ETF,9937
DGCONTENT,Digicontent Ltd,10346
PPL,Prakash Pipes Ltd,2716
VCL,Vaxtex Cotfab Ltd,9020
OSEINTRUST,Oriental Infra Trust,10435
PARTYCRUS,Party Cruisers Ltd,2599
ICICIBANKN,ICICI Prudential Nifty Bank ETF,11037
FLUOROCHEM,Gujarat Fluorochemicals Ltd,13750
ICICIBANKP,ICICI Prudential Nifty Private Bank ETF,11386
CHEMCON,Chemcon Speciality Chemicals Ltd,270
NPBET,Tata Nifty Private Bank ETF,12978
DCI,DC Infotech &amp; Communication Ltd,16012
HPIL,Hindprakash Industries Ltd,17147
PROPEQUITY,P.E. Analytics Ltd,8735
ABSLBANETF,Aditya Birla Sun Life Banking ETF,13987
MGEL,Mangalam Global Enterprise Ltd,1593
POWERINDIA,Hitachi Energy India Ltd,18457
EBBETF0423,Bharat Bond ETF , April 2023,16222
EBBETF0430,Bharat Bond ETF , April 2030,16253
EASEMYTRIP,Easy Trip Planners Ltd,2792
ICICIM150,ICICI Prudential Nifty Midcap 150 ETF,17152
LIKHITHA,Likhitha Infrastructure Ltd,578
SUVENPHAR,Suven Pharmaceuticals Ltd,17945
MANXT50,Mirae Asset Nifty Next 50 ETF,17181
ATALREAL,Atal Realtech Ltd,566
NDRAUTO,NDR Auto Components Ltd,22255
KSOLVES,Ksolves India Ltd,19087
MAXIND,Max India Ltd,22428
ITBEES,Nippon India ETF Nifty IT,19084
MINDSPACE,Mindspace Business Parks REIT,22308
EBBETF0431,Bharat Bond ETF , April 2031,22239
EBBETF0425,Bharat Bond ETF , April 2025,22243
ICICIALPLV,ICICI Prudential Nifty Alpha Low Volatility 30 ETF,22344
HBANKETF,HDFC Banking ETF,22433
FAIRCHEMOR,Fairchem Organics Ltd,1614
ICICITECH,ICICI Prudential IT ETF,22365
UTIBANKETF,UTI Nifty Bank ETF,22440
RVHL,Ravinder Heights Ltd,1565
SBIETFIT,SBI ETF IT,740
SBIETFPB,SBI ETF PRIVATE BANK,722
SIGACHI,Sigachi Industries Ltd,6663
AXISBNKETF,Axis Banking ETF,1044
SDL24BEES,Nippon India ETF Nifty CPSE BP SDL Sep 2024 50:50,1143
MAESGETF,Mirae Asset Nifty 100 ESG Sector Leaders ETF,1200
MOGSEC,Motilal Oswal 5 Year G,Sec ETF,1507
NURECA,Nureca Ltd,2350
BIRET,Brookfield India Real Estate Trust,2203
